gene	p-value	label
HIF1A	0.0171229683399137	0
APAF1	0.0173021561721112	0
EIF4G2	0.0174940100694089	0
TATDN1	0.0175063984319053	-1
ZFP36L1	0.0179729621656835	1
SGK1	0.0185426833592789	0
SIRT6	0.0188403376883427	0
PPA1	0.0190109312486987	-1
ATAD2	0.0190320176222354	1
FCER1A	0.0190899537350022	0
PDE2A	0.019352377077883	0
ACP1	0.0194285073189802	0
NME1	0.0199868131971077	0
GHR	0.020169092769646	0
EIF1AX	0.0204738724213672	0
TSR1	0.0205189681763316	0
STIP1	0.0206144504678311	0
PICK1	0.0207155432947762	0
DNAJA3	0.0207559235245117	0
KIFC1	0.0208337676055163	0
ARIH2	0.0210263886588215	0
CEP72	0.0220252204744045	0
AZGP1	0.0221545325079001	0
DVL3	0.0223272267375291	0
QDPR	0.0228716997942626	0
AKT1S1	0.0229914794735111	0
PRDM1	0.0232542732959331	1
RAD9A	0.023336252973185	0
RAD1	0.0233867347113404	0
EPB42	0.0234458170661521	0
SORBS2	0.0235580196646155	0
COQ10B	0.0236107318683751	-1
MRC2	0.0239445267390162	0
MUSK	0.0242272332818003	0
PEA15	0.0246713464407617	0
NEDD9	0.0250632685182506	0
NFYB	0.025249981291483	0
XRCC5	0.0254693644738999	0
EPSTI1	0.0255247974561479	0
EDN1	0.0258556116558183	0
RASL10B	0.0258596629942895	0
BCL3	0.0263634377364187	0
COQ10A	0.0267801881752176	-1
PDE3A	0.0270697149599222	0
CAMK1G	0.0272329803933808	0
ITPR3	0.0273035270000825	0
GPX8	0.0274274612770794	0
ADAP1	0.0274609369485162	-1
USP42	0.0278679585856352	0
COL8A1	0.0282147769077633	0
SMPD1	0.0283361025563837	0
DISC1	0.0286448067976129	0
SMPD2	0.0286793174244917	0
PHF20	0.0287418372933523	0
TLN1	0.0293402115261767	0
KCMF1	0.0295748157048206	0
PI4K2B	0.0298150249078641	0
KDM4D	0.0298445786995618	0
TAX1BP3	0.0301413046683236	0
GABRB1	0.0303936575007942	0
TSC2	0.0305316901745626	0
C1QTNF9	0.0309321921807541	-1
TP53BP2	0.0310828944989056	0
BANP	0.0312301899006174	0
EIF4G3	0.03148880120118	0
PKP2	0.031692523542499	0
HNRNPC	0.0327094381381286	0
KRAS	0.0335214694716222	1
ZNF385A	0.0336860998112641	0
HOXB9	0.0336865679468039	0
PDHA1	0.0340078799713047	0
NRAS	0.0343365904208842	1
CSF2RB	0.0347876679034239	0
ZNHIT1	0.0353189454792873	0
HDAC6	0.035659547807287	0
CABIN1	0.0357244161341752	0
SEPSECS	0.0359422680424129	0
HUS1	0.0362332474025445	0
ASXL1	0.0363953184355109	1
DNAJC3	0.0364293042520789	0
RAP1GDS1	0.0369517533636951	0
PLXNA1	0.0373083180074794	0
RABGGTB	0.0381241705648526	0
BIRC5	0.038234879898883	0
FLT4	0.0382870766706288	0
BDKRB2	0.0391585067631709	0
AURKA	0.0402106427772741	1
NR2F2	0.0403037515198353	0
CUL9	0.0403369533648748	0
IL7	0.0406509853046131	0
IL6R	0.0407211292871485	0
GJA1	0.0407616280782899	0
PDK2	0.041173433507567	0
GP2	0.0414014551328968	0
PTPN22	0.0416850180755382	1
RUNX2	0.0425357929408582	0
SPR	0.0432543902774767	0
ELMO1	0.0441756931653989	0
KAT2B	0.0442013644508565	-1
CARD11	0.0449756207269499	0
EXOC2	0.0462737410119938	1
EIF2S2	0.046534279874443	0
PPARGC1B	0.0468310624894865	0
PIK3R3	0.0472958413966558	0
APLP2	0.0473618994812539	0
PHKB	0.0478225441134704	0
NPAS2	0.0479927977306456	0
TADA1	0.0480402829395459	-1
LYPD3	0.0480465872621857	0
IGFBP3	0.0481518353427198	0
TREX1	0.0481678998102032	0
PLD1	0.0484387090366825	0
TRIM13	0.0486888510740164	0
DPF2	0.0490417726272957	0
BTF3	0.0491994085687006	-1
SOX4	0.0501445121446987	0
PTOV1	0.0508813071965069	0
UNC119	0.0510519341018534	0
PLK3	0.0512852725593636	0
APTX	0.0517378403369312	0
FCER2	0.0517772144170133	0
MS4A2	0.0522634592690979	0
NPM1	0.0523705437796581	0
IL7R	0.0524073820884489	0
DOCK1	0.0526151615621052	0
RGL2	0.0526605656293961	0
GPATCH8	0.0529832940804089	0
ARFIP2	0.0531371968839448	0
ANXA1	0.0546226657266328	0
HPCA	0.055083996651362	0
TUBA8	0.0556641475005021	0
PPIF	0.0558969759461423	0
HMOX2	0.0559008575745604	0
FSTL1	0.0559673897864629	0
ZBTB2	0.0563094220591961	0
RASGRP2	0.0563378546246298	0
THEM4	0.0569646606368536	-1
MUC4	0.0574048124384859	0
PIK3C2A	0.0581425008604597	0
SH3RF1	0.0585179505612948	-1
RECK	0.0585458622181768	0
RRM2B	0.0590248140959558	0
FKBP10	0.0600281622344231	0
NUAK1	0.060320906349337	0
PTPRB	0.060499722030497	0
UBA3	0.0612630452285275	-1
PLXNB1	0.0615125606179739	0
PATZ1	0.0620818799275464	0
HAND1	0.0623190409237373	0
EIF2S1	0.0623408614564655	0
EIF2B4	0.0627750860555601	0
SERTAD4	0.0630357651585257	0
SETDB1	0.0637049376720224	0
PRICKLE3	0.0641202746462827	0
IARS2	0.0645564515394129	0
PSAP	0.0652189388148553	0
FGR	0.0659736991594979	0
DMPK	0.06609780353036	0
FBP1	0.0662339760684495	0
RANBP10	0.0663130494980454	0
HAND2	0.066765059864513	0
PPP1R13B	0.0668078438919738	0
SELPLG	0.0668321712563464	0
USH1C	0.066859538655307	0
PKMYT1	0.0670057469420185	0
RFFL	0.0670817429732482	0
PRAM1	0.0674560998225182	0
SPOP	0.0686734236382478	1
TIMP3	0.0688237314906903	0
PDE6D	0.0689913619186579	0
