gene	p-value	label
RPS6KA5	0.0188058670578758	0
RHOA	0.0188864208189467	0
NFATC1	0.0190334103432386	0
NR3C1	0.0192345616425185	0
FAF1	0.0192644590343406	0
BHLHE40	0.0192805758549708	0
RPS29	0.0194220400980452	0
NUAK1	0.0194559704658524	0
NFATC2	0.0197933426805077	0
EEF1B2	0.0198730543828656	0
RPL22	0.019894008790988	0
MDM2	0.0199045210795662	0
RPL13	0.0199373659382628	0
FAU	0.0200333566170626	0
PRKCQ	0.0200874211183136	1
CSNK1A1	0.0202847257390647	0
FANCF	0.0203564052371048	0
NOS2	0.020668548177219	0
MED1	0.0207334377760925	0
CXCR2	0.0208045460929193	0
CCHCR1	0.0209699664912094	0
RPN2	0.0211422564976285	0
RPL13A	0.0211884431740401	-1
RPL19	0.0212013957247342	0
ARL2BP	0.0213456444604219	0
ICAM1	0.0213497030447796	0
IKBKB	0.0214129392743314	0
LYN	0.0216174917748709	0
SALL1	0.0216594601336479	1
SCAP	0.0217857126601951	0
SP1	0.0220140949019101	0
RPS16	0.0220261261607487	0
KRT14	0.0220277358409477	0
STAT5A	0.0222422661110158	0
APOL6	0.0225252546824303	0
RYR2	0.0225877339130615	1
FHL2	0.0225991105072916	0
GNB4	0.0227357131004019	0
APOL2	0.0227995537118391	0
BRCA2	0.022965467355427	0
PADI4	0.023060553783486	0
ASPH	0.0234119632808355	0
DHFR	0.0234990527850536	0
TUBA8	0.0235893783541236	0
GNAI2	0.0237893541775757	0
RPL23	0.0238012799555004	0
NEIL3	0.0238588371150365	-1
RPL36A	0.0239660553682683	0
CCNA1	0.0240434304775521	0
STAT5B	0.0245077573427948	0
ASPM	0.0246107865906517	0
RPS6KB1	0.0246172609673089	0
RPL41	0.0248498194315686	0
MAP2K3	0.0250529183276088	0
KDM4D	0.0250891410716468	0
DAO	0.0251305260366585	1
CUL7	0.0252955458345066	0
NUB1	0.02531476891746	0
GNL3L	0.0253872847605946	0
RNF13	0.0254390699400947	-1
PPP3CC	0.0256108190532099	0
CEP250	0.0256611283124219	-1
MAP2K6	0.0257327227229551	0
ZYX	0.0257796014649149	0
MAPK7	0.0258287968570857	0
RPL32	0.0260967016926268	-1
SP100	0.0261054282361355	0
PTPDC1	0.0263112599293747	0
UBQLN2	0.0263213664419893	0
SPARC	0.0266851296868056	0
RPL27	0.0267691658750259	0
UBC	0.0268237734011385	0
ING2	0.0268242516380676	0
APOLD1	0.0268388620800458	0
CORO1C	0.0272899541854379	0
RPS3	0.0273307672681985	0
RPL6	0.0274795793671865	0
GET4	0.0275021652589139	0
ANAPC10	0.0276176628476734	0
PPP3CA	0.0276865111119488	0
RPS3A	0.0278134805570645	0
VAC14	0.0280224844409269	0
FANCA	0.0281410819887163	0
PELI3	0.0282336730101446	0
GABRR2	0.028500172390926	0
EIF3H	0.028501212572991	0
EPHA7	0.0286098161726767	0
GABARAP	0.0288000499281131	0
EIF3L	0.0291145067462667	-1
CALM1	0.0293847041615763	0
FANCD2	0.0294784382077243	0
ERLIN2	0.0295125427516555	0
PPP3CB	0.0296871284991463	0
MKNK1	0.0297600426857241	0
TP73	0.0301655350003478	0
CDK7	0.0303790804721825	0
RPS21	0.0303795050624075	0
ACTN1	0.0307007036302424	0
VAPB	0.0310051689794608	0
N6AMT1	0.0310563854827946	0
CREB3L1	0.0311918638318821	0
RPL7	0.0312058041032947	0
HACE1	0.0313196726898607	0
PI3	0.0315996738702575	0
CENPW	0.0318888429636171	-1
DEDD2	0.0319199735946127	0
RPS14	0.0319334629375304	0
GRB2	0.0321482033563564	0
SMURF2	0.0323268470052709	0
UBAP1	0.0325098897491749	0
FBN1	0.0326303250847067	0
HUWE1	0.0327506905844677	0
UBXN1	0.0328225561073673	0
PAK2	0.0329524752337512	0
CLPTM1	0.0329700944860916	0
HMGXB3	0.033146880512261	0
C6orf136	0.0333344478861474	1
EPHA3	0.03365436480528	0
RPL31	0.0337266185836842	0
RYR1	0.0337470748733713	0
EPHA8	0.0345519609538071	0
TCF7	0.0347952417345712	1
DGKI	0.0348441867584365	0
RPS5	0.0348615224339374	0
MAP3K7	0.0350555239264841	0
EEF2	0.0350853846111661	0
PEX19	0.0352920986724923	0
RAD51	0.0353153764231772	0
ACTN2	0.0353916091521288	0
SPRED2	0.035460400152224	0
