gene	p-value	label
IGSF21	0.0004293804174481	-1
PPP1R13B	0.000434455377165	0
MKNK2	0.0004345248040948	0
TRIO	0.0004421883881779	0
STX17	0.0004443758738164	0
ZAP70	0.0004516744861708	0
CSF1R	0.0004523846487324	0
TTC1	0.0004537810980774	0
NKX2-5	0.0004592639907466	0
GNA12	0.0004610332275388	0
CAPN1	0.0004629455583705	0
ALOX12	0.0004649334399802	0
CYP17A1	0.0004715771167648	0
BUB1	0.0004787712243274	0
LAMC3	0.000480748596495	0
SMAD5	0.000482687328346	-1
DNAJA3	0.0004901297185903	0
E2F1	0.0004909290908719	0
CASP3	0.0004965448017488	0
NR3C1	0.0005034413136638	0
ADCY1	0.0005154706000243	0
FOXO1	0.0005168922118462	0
GALNT12	0.0005173144679132	0
KHDRBS1	0.0005244905687679	0
IL2RG	0.0005436773747874	0
RAPSN	0.0005470413355543	0
MAP4K1	0.0005470906992828	0
BAD	0.0005498408988983	0
GRIN1	0.0005507221191844	0
TRADD	0.0005746998253706	0
CTCF	0.0005782501997359	0
RAB20	0.00058863675808	0
FGF2	0.0005977114497175	0
RHOQ	0.0006014869236331	0
NFATC3	0.0006033979834861	0
E2F4	0.0006057727893906	0
IL7	0.0006159592799672	0
TLN1	0.0006253845167975	0
F2	0.0006256614864467	0
RALA	0.0006299279288083	0
IRS4	0.00063208130216	0
MAP3K11	0.0006480638682184	0
ADAP1	0.0006487674247402	-1
CXCR3	0.0006536735241856	0
EIF2B2	0.0006711515836413	0
MMP14	0.000677101271495	0
NPPA	0.000678970599693	0
CYP2C19	0.000687759909205	-1
NR0B2	0.0007012481638462	0
GPX7	0.0007049317742924	0
TRAF3IP1	0.0007158501114443	0
CDK6	0.0007322833889628	0
FLT4	0.0007409514477735	0
POLR1A	0.0007445687668424	0
JAK3	0.0007462778841253	0
CAND1	0.0007695575281512	0
IFT172	0.0008057470918908	0
IFT122	0.0008070470538622	0
DUT	0.0008134546165751	0
NKIRAS1	0.0008177610435954	0
GHR	0.0008256247250512	0
RABGEF1	0.0008470854475247	0
PIK3R3	0.0008557412491622	0
CD3G	0.0008582583029136	0
CTSK	0.0008719591086433	0
CDKN1B	0.0008916195676446	0
TPD52	0.00089517381154	0
EDN1	0.0009094420169495	0
EIF2B3	0.0009113502075991	0
IFT140	0.00093479050821	0
ETS1	0.0009440430391642	0
KRAS	0.0009485363417182	1
AEBP1	0.000953198752713	0
RAP1A	0.0009552956141141	0
NR1H3	0.0009725445749662	0
DYNC2H1	0.0009753672305476	0
RHEB	0.0009839458862605	0
PTGES2	0.0009882651683035	0
IFT57	0.0009957974138092	0
CAT	0.0010000276726084	0
CAMK1G	0.0010299885453351	0
XRN2	0.001030121873633	0
FBL	0.0010463351088456	0
PIK3CB	0.0010471664656553	0
FGF7	0.001050023337647	0
GATA4	0.0010623685497079	0
ARAF	0.0010692213617666	0
PTPRB	0.0010698284429998	0
CAPN2	0.0010751545268359	0
TSSK3	0.0010849820156829	0
HNRNPC	0.0010871999844423	0
SRF	0.0010974645807892	0
FOXO3	0.0010980589884098	0
WDR19	0.0010994040486309	0
WDR35	0.0011134591830754	0
CASP7	0.0011309951274518	0
SPRY2	0.0011364717830449	0
CYP20A1	0.0011561825455156	-1
MYC	0.001168297228277	0
RIPK1	0.0011893480877625	0
CFLAR	0.0012038655583885	0
TIAM1	0.0012091602242265	0
TTC21B	0.0012097757076341	0
CYP4F2	0.0012126464536278	0
ARNT	0.0012163671459951	0
FGF8	0.0012248929284824	0
NEDD9	0.0012513202412525	0
GNAQ	0.001251705005026	0
RASL11A	0.0012602495286046	0
ELAVL1	0.0012670111916561	0
SORT1	0.0012753662207365	0
S1PR1	0.0012804749619984	0
RAF1	0.0012879552320911	0
RASSF2	0.0013209983502715	0
EIF2S2	0.0013251843631547	0
EMG1	0.001397273501015	0
CYP4F11	0.0013989627983181	0
DIRAS1	0.0014004147473422	0
TFDP1	0.0014643159170732	0
ALOX15	0.0014706639719065	0
SEC23IP	0.0014767767148729	0
CYP2W1	0.0014833611295	0
NOP56	0.001493887335289	0
MUTYH	0.0015029312427848	0
FGR	0.0015072769022844	0
NTRK1	0.0015407445800817	0
RABAC1	0.0015508860500228	-1
NDUFS1	0.0015600324007173	0
HBEGF	0.0015853405181989	0
PML	0.0015895531450829	0
DNAJC27	0.0015898954085633	0
EIF2S1	0.0015901101396163	0
CYP4F22	0.0016063523216892	0
SH3D19	0.001639494371445	0
MAX	0.0016400078850616	0
MAP4K3	0.0016844855702355	0
MAP2K5	0.0016845208568729	0
SUMO1	0.0016946661426551	0
EPB42	0.0016989218087182	0
SOCS3	0.0017041230311979	0
MAPKAPK3	0.0017109428272136	-1
IFT52	0.0017251073487833	0
LAT	0.0017275113589101	0
HAND1	0.0017377669362246	0
ABL2	0.0017408827660543	0
RASSF5	0.0017499586592507	0
MAP3K12	0.0017650993482967	0
ARCN1	0.0017985946118349	0
RAP2B	0.001801071287081	0
IGFBP3	0.0018317829764388	0
APLP2	0.0018407639479868	0
SIN3B	0.0018422623814306	0
PRKCE	0.0018509093371518	0
RAB21	0.0018562320426084	0
DERA	0.0018757875187078	0
MAP3K5	0.0018863183968499	0
YIF1A	0.0019143307702317	0
MAPK4	0.0019362246345898	0
TBL3	0.0019518897247166	0
HAND2	0.0019690551376856	0
HNRNPL	0.0019887210538836	0
NGF	0.002002865895233	0
DGKZ	0.0020259298663502	0
CDC25C	0.0020490428800331	0
ITGAV	0.0020516973594743	0
NKIRAS2	0.002051810153352	0
CSF2RB	0.0020580272287609	0
HEATR1	0.0020620043031141	-1
REXO2	0.0021672042022081	0
ETF1	0.002173675448368	0
SNRPN	0.0021920189454596	0
FASLG	0.0021968752095552	0
MAP3K2	0.0022119167119943	0
RAB2A	0.0022138817348695	-1
FGF5	0.0022374051331223	0
RNF130	0.0022425239788385	-1
RND2	0.0022583651725497	0
RASL12	0.0022701021104873	-1
GPX2	0.0022743013211244	0
CASP9	0.0023338005308282	0
CCDC22	0.0023414706064924	0
QDPR	0.0023590629343891	0
CXCR4	0.0023689508855213	0
RAB10	0.0023733396705313	0
GPX8	0.002376364108983	0
XRN1	0.0023851388918201	0
CCNB1	0.0023963527217891	0
COL8A1	0.002420304900521	0
BCAT2	0.0024236299550968	0
NSUN4	0.0024405989262241	0
AKT1	0.0024607716256932	0
IFT20	0.0024952461915345	0
SPRY1	0.0025721446447359	0
FAS	0.0025815038487122	0
TBXAS1	0.0025928330719415	0
HMGN1	0.0025961715225577	0
XRCC5	0.0026039407369714	0
NOP58	0.0026090754879907	0
CLNS1A	0.0026107041508113	0
TNPO1	0.0026146124678635	0
RAB18	0.0026270426481308	0
NOL6	0.0026566493553335	0
DNAJB6	0.0026613645380642	0
PIK3CG	0.0026790673989905	0
HGF	0.0026898148804203	0
F8	0.0027057229233431	0
MAP3K10	0.0027227666240046	0
TRMT112	0.0027456722563507	-1
EPOR	0.0027779067200144	0
NHP2	0.0027875550185056	-1
EPO	0.0028059143798626	0
IKZF3	0.0028084899131279	0
UTP14A	0.0028116932458955	0
TCOF1	0.0028257951612343	0
NDUFB4	0.0028647091001596	0
GNA15	0.0028760632767721	0
ALDH6A1	0.0028848401504797	0
IFT74	0.0028848902647322	0
BCL2	0.0029455966265235	0
MAP3K13	0.0029535854365211	0
NAT10	0.0029605435698965	0
